"","gene","ESC","EpiLC","q.value.ESC.EpiLC"
"613","A230020J21Rik",1.07209,0.821548,0.812625
"614","1700022P22Rik",0.117828,1.38635,0.511454
"615","Nsl1",15.0215,15.7036,0.897622
"616","Batf3",0.0962185,0.715782,0.11132
"617","Tmem206",2.02265,3.61586,0.356438
"618","Ints7",32.6211,20.1222,0.00323854
"619","Lpgat1",6.55272,14.1332,0.000682861
"620","Nek2",37.1407,36.9998,0.990656
"621","Slc30a1",5.14575,3.00657,0.00725059
"622","Rd3",0.0220625,0.098657,1
"623","Gm10516",0.0787569,0.0889655,1
"624","Kcnh1",0.0622488,0.0929141,1
"625","1700065J18Rik",0,0,1
"626","Irf6",1.93819,4.20591,0.000682861
"627","A130010J15Rik",3.10915,4.44743,0.118549
"628","Lamb3",0.441822,0.25716,0.114442
"629","Plxna2",0.631183,0.452852,0.223557
"630","Cd34",0.585215,2.232,0.000682861
"631","A330023F24Rik,Mir29b-2,Mir29c",14.1143,0.0889863,0.000682861
"632","Xkr4",0.0450603,0.125731,1
"633","Rp1",0.00359352,0,1
"634","Sox17",0.138258,0.120192,1
"635","Mrpl15",55.7297,52.6701,0.869771
"636","Rgs20",0.463031,1.19818,0.00230466
"637","Npbwr1",0.0450766,0.0618153,1
"638","Sntg1",0.0194139,0.00544971,1
"639","2610203C22Rik",0.390062,0.245669,1
"640","Mybl1",6.89939,8.21844,0.482052
"641","Vcpip1",11.9408,10.561,0.66242
"642","Snhg6",73.3454,98.9706,0.190057
"643","Snord87",172.635,118.6,0.940041
"644","Ppp1r42",0,0.0540418,1
"645","Cops5",78.1638,86.7092,0.679978
"646","Arfgef1",14.2945,15.1064,0.854664
"647","Cpa6",0,0,1
"648","Slco5a1",0.843387,0.823957,0.96129
"649","Prdm14",18.1142,1.59321,0.000682861
"650","Ncoa2",7.94915,9.16897,0.524135
"651","Tram1",40.8949,35.8553,0.566133
"652","Lactb2",65.2311,32.3594,0.000682861
"653","Gm5523",0.919521,1.55377,0.118695
"654","Eya1",3.55066,0.179913,0.000682861
"655","Msc",7.97535,0.24911,0.000682861
"656","Trpa1",0.452531,0.242138,1
"657","Gm106",0.911257,0.44198,0.0150891
"658","4930444P10Rik",0.0198544,0.0873288,1
"659","Rpl7",1495.45,1631.38,0.751942
"660","Stau2",1.57352,2.09538,0.33719
"661","Ube2w",8.42003,7.21951,0.59772
"662","Tceb1",59.3317,91.1184,0.0171405
"663","Jph1",0.99339,5.87907,0.000682861
"664","Crisp4",0,0,1
"665","Defb44-ps",0,0.817209,1
"666","Defb18",0,0,1
"667","Defb41,Gm15386",0,0,1
"668","Pkhd1",0.142914,0.072638,1
"669","Il17f",0.417494,0.164042,1
"670","Mcm3",204.254,157.574,0.14237
"671","6720483E21Rik",0.0334126,0.136495,1
"672","Tram2",7.79137,6.60163,0.592985
"673","Gm4956",0.0272715,0.0590343,1
"674","Kcnq5",0.0222489,0.0507396,1
"675","Rims1",0.351729,0.232367,1
"676","4933415F23Rik",0.026218,0.0142643,1
"677","Ogfrl1",3.10064,4.66812,0.0428599
"678","Smap1",32.1279,24.3526,0.126949
"679","1110058L19Rik",9.44751,12.9472,0.258287
"680","Fam135a",5.04132,8.22276,0.0036817
"681","Col19a1",0.0130085,0.024308,1
"682","Bai3",0.0158682,0.030602,1
"683","Gm20172",0.625266,0.266092,1
"684","4931408C20Rik",0,0,1
"685","Gm597",0,0,1
"686","Phf3",39.1652,24.0366,0.000682861
"687","Ptp4a1",72.1776,97.5218,0.0790827
"688","4931428L18Rik",0.944574,0.749008,0.628257
"689","Gm9839",0.0126108,0.022342,1
"690","Gm5415",0.20529,0.142919,1
"691","Prim2",28.9821,28.1241,0.931811
"692","Bag2",0.913555,3.82643,0.000682861
"693","Zfp451",16.926,23.1892,0.0767828
"694","Gm15455",0.242664,0.0980547,1
"695","Bend6",0.487435,0.940231,0.0630503
"696","Mir5103",0,0,1
"697","Ccdc115",24.4838,12.512,0.000682861
"698","Prss40",0.0190901,0.00996376,1
"699","AA619741",0.0204095,0,1
"700","Fam168b",28.8157,21.7854,0.108409
"701","Uggt1",29.6217,17.1114,0.000682861
"702","Neurl3",1.76542,2.35656,0.324492
"703","4632411B12Rik",13.4886,15.3347,0.579134
"704","Lman2l",6.97203,7.92588,0.666986
"705","Ankrd23",1.1674,1.57797,0.356679
"706","Ankrd39",3.51464,3.41659,0.95378
"707","Sema4c",1.3479,7.86891,0.000682861
"708","Fam178b",12.4276,10.4937,0.61045
"709","Actr1b",42.5742,34.9291,0.332724
"710","Tmem131",43.0229,28.5369,0.0107095
"711","6330578E17Rik",31.9582,22.0952,0.0265331
"712","Mgat4a",2.88081,3.77217,0.227244
"713","4930594C11Rik",0.346568,0.556273,0.750708
"714","2010300C02Rik",0.110359,0.194743,1
"715","Tsga10",0.457338,0.879476,0.0196567
"716","Mitd1",20.659,23.3502,0.664609
"717","Lyg2",0,0.0196351,1
"718","Lyg1",0.0168859,0,1
"719","Txndc9",11.1297,9.11562,0.354185
"720","Rev1",18.4686,23.583,0.611283
"721","Aff3",0.706941,4.9511,0.000682861
"722","Lonrf2",1.36261,0.175619,0.000682861
"723","Chst10",1.46012,1.47887,0.979301
"724","Tbc1d8",5.24655,6.18281,0.914366
"725","Snord89",55.8689,65.5438,0.911503
"726","Rnf149",15.2542,16.255,0.842116
"727","Creg2",0.246931,0.292473,1
"728","Rfx8",0.035535,0.129646,1
"729","Gm3646",0,0,1
"730","1700066B17Rik",0.0310822,0.06768,1
"731","Gm16894",0,0,1
"732","Mfsd9",0.601153,1.73069,0.000682861
"733","4930448I06Rik",0.178934,0.574601,1
"734","2610017I09Rik",0.0297266,0.034288,1
"735","Tgfbrap1",2.46129,1.62751,0.0550844
"736","Fhl2",0.123066,0.731127,0.00534422
"737","Uxs1",23.5727,20.3165,0.563312
"738","A530098C11Rik",0.0959181,0.141181,1
"739","1700029F09Rik",17.2911,29.8343,0.0045329
"740","Kdelc1",16.8576,14.5753,0.55962
"741","4832428D23Rik",0.487217,0.120604,1
"742","4930521E06Rik",0,0.0149087,1
"743","Col5a2",0.161953,0.350844,1
"744","Slc40a1",0.141379,31.8697,0.000682861
"745","Gm3852",0,0,1
"746","Gm4776",0,0.00371214,1
"747","Slc39a10",25.1661,45.1266,0.000682861
"748","9330175M20Rik",0.116818,0.134606,1
"749","Obfc2a",16.9652,33.7825,0.000682861
"750","Myo1b",19.8453,20.334,0.942962
"751","Gls",11.3757,28.8376,0.000682861
"752","Nab1",2.14701,3.04404,0.121872
"753","Mfsd6",0.338176,1.04683,0.000682861
"754","Inpp1",0.974023,3.75916,0.000682861
"755","1700019D03Rik",36.7373,17.725,0.000682861
"756","1700019A02Rik",0.253366,1.26955,0.0842504
"757","Pms1",9.19735,14.0318,0.0221209
"758","Asnsd1",34.7432,48.2031,0.0537102
"759","Dnahc7a",0.0417269,0.08784,1
"760","Stk17b",4.46205,20.1795,0.000682861
"761","Hecw2",0.286905,0.895146,0.000682861
"762","Gtf3c3",22.7685,26.5077,0.502529
"763","Pgap1",8.56557,8.9364,0.898224
"764","Ankrd44",1.52924,0.628963,0.000682861
"765","Sf3b1",102.012,121.167,0.405175
"766","Hspd1",641.449,617.831,0.913595
"767","Rftn2",0.320704,0.172302,1
"768","Boll",0.474431,1.608,0.00230466
"769","Hsfy2",0,0,1
"770","Satb2",2.98664,0.873405,0.000682861
"771","BC055402",0.00329579,0,1
"772","4930558J18Rik",1.97976,2.85044,0.20518
"773","1110034B05Rik",8.39227,7.58175,0.869191
"774","Kctd18",4.46278,6.38907,0.105299
"775","Clk1",63.2367,68.6802,0.773183
"776","Ppil3",26.852,29.4022,0.77685
"777","Orc2",61.2278,54.8067,0.704939
"778","Fam126b",4.75124,4.0046,0.482856
"779","Als2cr12",0.0204516,0.0298113,1
"780","Trak2",12.6026,10.6228,0.41571
"781","Als2cr11",0.0992995,0.104603,1
"782","Als2cr4",8.28314,12.4734,0.0377192
"783","Als2,Mpp4",18.6394,20.4604,0.769363
"784","Sumo1",168.568,137.861,0.301682
"785","Ica1l",0.20636,0.111348,1
"786","Wdr12",29.5335,42.5982,0.0319792
"787","Raph1",10.3979,18.4633,0.000682861
"788","4930487H11Rik",0.504803,0.0492026,0.525161
"789","Ino80d",9.74946,6.0701,0.0036817
"790","Ndufs1",68.0653,58.7306,0.498128
"791","Gpr1",0.301383,0.336421,1
"792","Dytn",0,0,1
"793","Mdh1b",0.0203257,0.181931,1
"794","4933402D24Rik",0.0260908,0.0137133,1
"795","Klf7",1.46032,6.23623,0.000682861
"796","Mettl21a",3.38638,6.25908,0.00323854
"797","2810408I11Rik",7.64133,10.345,0.303446
"798","Fzd5",30.3043,4.71284,0.000682861
"799","Plekhm3",1.68166,1.55748,0.828414
"800","Akr1cl",0.134655,0.096119,1
"801","Cryge",0.467032,0,1
"802","Crygd",1.17966,0,0.000682861
"803","Crygc",0.262218,0.191294,1
"804","Crygb",0.0386518,0.0569673,1
"805","Cryga",0.293574,0.453617,1
"806","D630023F18Rik",1.68115,2.1099,0.505159
"807","Idh1",66.3829,31.6029,0.000682861
"808","1110028C15Rik",2.46517,2.58121,0.959699
"809","Acadl",9.50626,18.2862,0.000682861
"810","Myl1",0,0,1
"811","Lancl1",8.45738,6.35329,0.15132
"812","Erbb4",0,0,1
"813","Ikzf2",0.210092,0.700453,0.000682861
"814","Bard1",15.8669,16.262,0.942801
"815","Abca12",0.0116345,0.00973513,1
"816","Fn1",252.091,54.0043,0.000682861
"817","4933417E11Rik",0,0,1
"818","Mreg",91.4273,19.3332,0.000682861
"819","Pecr",20.8948,30.4563,0.0508521
"820","March4",0.130086,0.183391,1
"821","Ankar",0.0191213,0.0255962,1
"822","Igfbp5",0.357507,2.38967,0.000682861
"823","Tnp1",0,0.0435369,1
"824","Pinc",0,0,1
"825","6030407O03Rik",0.0161337,0,1
"826","Tns1",4.99995,0.961928,0.000682861
"827","Cxcr1",0.0193281,0.0117958,1
"828","Aamp",108.755,77.3285,0.0456342
"829","Tmbim1",10.4205,10.8109,0.95158
"830","Usp37",24.5993,17.323,0.301682
"831","Zfp142",6.63722,6.92115,0.970203
"832","Rnf25",18.4107,13.2098,0.100333
"833","Prkag3",0.120723,0.21278,1
"834","Fev",0.00472478,0.074159,1
"835","Cryba2",0.0516022,0.114064,1
"836","Mir375",0,0,1
"837","Ccdc108",0.0101342,0.0279432,1
"838","Ihh",0.0859596,0.0200572,1
"839","Nhej1",5.2997,8.07457,0.0924988
"840","Slc23a3",0,0.0183693,1
"841","1810031K17Rik",2.88152,5.49476,0.00230466
"842","Abcb6",10.4828,7.02267,0.0372527
"843","Atg9a",6.28215,5.34116,0.528977
"844","Glb1l",4.87737,3.04785,0.192566
"845","Tuba4a",135.095,64.032,0.000682861
"846","A630095N17Rik",1.14511,0.289547,0.0231929
"847","Ptprn",1.25039,2.76357,0.000682861
"848","Resp18",0.0201281,0.0411835,1
"849","Dnpep",50.2573,46.0693,0.745229
"850","Gm15179",0,0.493963,1
"851","Chpf",12.5818,8.71958,0.0456342
"852","Obsl1",8.62576,8.31571,0.919298
"853","Epha4",32.4683,1.54675,0.000682861
"854","Pax3",0.0568674,0.141972,1
"855","Farsb",81.1927,71.0154,0.546061
"856","Scg2",0,0,1
"857","Ap1s3",23.4538,13.7604,0.00126911
"858","Wdfy1",20.0919,22.1675,0.832217
"859","Serpine2",2.75386,4.861,0.0144923
"860","Fam124b",0.18668,0.101816,1
"861","Cul3",64.354,52.9233,0.321169
"862","Dock10",0.11093,0.00594851,1
"863","Irs1",0.140389,0.254395,1
"864","Col4a4",0.0109535,0.00722541,1
"865","Tm4sf20",0.0198295,0.00959384,1
"866","Slc19a3",0.396228,2.98308,0.000682861
"867","Sphkap",0.0275666,0.0918601,1
"868","Pid1",9.00449,7.57852,0.517312
"869","Dner",1.04869,0.312377,0.000682861
"870","Trip12",132.465,90.3349,0.0242505
"871","Slc16a14",0.237568,0.731939,0.00230466
"872","A530032D15Rik",0.0196864,0.0558577,1
"873","C130026I21Rik",0.0979257,0.1704,1
"874","Sp110",1.18673,1.3606,0.842747
"875","A630001G21Rik",0.128832,2.10112,0.000682861
"876","Gpr55",0.0486752,0.0927711,1
"877","Htr2b",0.388791,0.278415,1
"878","Ncl",459.932,337.895,0.133508
"879","Snora75",44.826,71.2889,0.320528
"880","Snord82",210.788,375.373,0.292249
"881","Nmur1",0.0153293,0.0357715,1
"882","Pde6d",15.8783,19.5258,0.407564
"883","Nppc",0.0537978,0.21056,1
"884","Alppl2",0.0677826,0.0467901,1
"885","Alpi",0.0047886,0,1
"886","Ecel1",0.294651,0.992174,0.000682861
"887","Kcnj13",0.221388,0.557223,0.879887
"888","Ngef",0.128077,0.431177,0.000682861
"889","Usp40",3.94922,4.42421,0.695932
"890","Dnajb3",0.151088,0.331581,1
"891","A730008H23Rik,Hjurp",75.6274,82.3655,0.77167
"892","Glrp1",0.0110276,0.0061967,1
"893","Arl4c",1.13934,18.5967,0.000682861
"894","C030007H22Rik",0,0,1
"895","4933400F21Rik",0.100153,0.258275,1
"896","Gbx2",14.0239,13.3809,0.90469
"897","Asb18",0,0,1
"898","Iqca",0.0597164,0.106096,1
"899","Col6a3",0.0172488,0.0758283,1
"900","Rab17",0.133708,0.145582,1
"901","Ilkap",34.0735,31.0152,0.740068
"902","1700020N18Rik",0,0.0289316,1
"903","Hes6",7.24916,86.4938,0.000682861
"904","Per2",0.0452186,0.424706,1
"905","Hdac4",7.22206,7.14302,0.977702
"906","Ndufa10",92.4301,75.9434,0.32229
"907","Olfr1416",0,0,1
"908","Olfr1415",0,0,1
"909","Olfr1414",0,0,1
"910","Myeov2",76.4228,72.3364,0.880594
"911","Otos",0.0407374,0.0895907,1
"912","Ankmy1",0.138082,0.120269,1
"913","9430060I03Rik",0.0877482,0.103996,1
"914","Kif1a",0.322744,2.65357,0.000682861
"915","2310007B03Rik",0.0123111,0.0973389,1
"916","Mterfd2",7.06131,8.02334,0.652391
"917","Pask",11.8091,18.9083,0.00277728
"918","Hdlbp",98.7473,109.733,0.669718
"919","Stk25",22.1121,23.5301,0.834772
"920","Thap4",18.7215,16.9492,0.721451
"921","Dtymk",217.184,189.672,0.587192
"922","Pdcd1",0.00591653,0.0545817,1
"923","St8sia4",0.0934099,0.0631824,1
"924","4930598F16Rik",0.151998,0.060997,1
"925","1700063A18Rik",0,0,1
"926","4930533P14Rik",0,0,1
"927","Slco4c1",3.25255,1.10625,0.000682861
"928","Slco6b1",0,0,1
"929","Slco6c1",0,0,1
"930","D1Ertd622e",1.6555,2.52406,0.109177
"931","Ppip5k2",22.1682,16.6695,0.120224
"932","Pam",5.48193,8.33234,0.0494434
"933","B230216N24Rik",0.0957713,0.604776,0.605912
"934","Rnf152",0.384038,0.709043,0.0182803
"935","Pign",3.73844,4.85767,0.237293
"936","LOC626049",0.169457,0.426608,1
"937","Bcl2",0.113549,0.383289,1
"938","Kdsr",6.20113,9.54271,0.0147915
"939","Vps4b",34.9406,31.4706,0.676998
"940","Serpinb3a",0,0,1
"941","Serpinb3d",0,0,1
"942","Serpinb3b",0,0,1
"943","Serpinb3c",0,0,1
"944","Cdh19",0.0109212,0.0076445,1
"945","Dsel",1.43854,2.75041,0.00126911
"946","Tsn",41.5604,47.6632,0.536805
"947","2900060B14Rik",0.761934,0.310229,0.880843
"948","Gli2",21.8179,5.47767,0.000682861
"949","Inhbb",6.76613,1.25305,0.000682861
"950","Ralb",26.0562,16.2693,0.0045329
"951","Epb4.1l5",5.66716,11.1787,0.000682861
"952","Ptpn4",5.77865,6.48445,0.690553
"953","Tmem177",3.38036,4.44138,0.25025
"954","Gm101",0.0111725,0.06087,1
"955","Tmem37",3.13954,4.50452,0.245523
"956","Dbi",107.159,121.925,0.60515
"957","Steap3",8.71886,23.4081,0.000682861
"958","Marco",0,0.00521968,1
"959","Insig2",7.85247,7.40845,0.887309
"960","Htr5b",0.0170207,0.0817412,1
"961","Ddx18",86.7342,83.7145,0.913266
"962","Dpp10",0.00230882,0,1
"963","Actr3",107.983,98.9324,0.735625
"964","Lypd1",0.143618,0.0429218,1
"965","Nckap5",0.139447,0.0196402,1
"966","Tmem163",0.085303,0.0729895,1
"967","2900009J06Rik",1.18842,2.32954,0.454068
"968","Ysk4",0.00273794,0.00830198,1
"969","Zranb3",15.1435,14.3069,0.852945
"970","Lct",0.0240195,0.061465,1
"971","Mcm6",185.556,222.443,0.369678
"972","Dars",96.8364,92.1478,0.868139
"973","Cxcr4",0.583318,0.457225,0.611492
"974","Daf2",0.0872046,0.106783,1
"975","Cd55",6.44632,3.59288,0.0036817
"976","Zp3r",0,0.0380924,1
"977","C4bp",0,0,1
"978","C4bp-ps1",0.0185234,0.0196815,1
"979","Pfkfb2",6.36968,2.93305,0.000682861
"980","Il24",0,0,1
"981","Il20",0,0,1
"982","Il19",0,0,1
"983","Mapkapk2",7.16964,9.09607,0.300247
"984","Dyrk3",27.9678,16.292,0.00126911
"985","Rassf5",0.330764,0.55263,0.116082
"986","Ikbke",0.284041,0.29418,1
"987","Srgap2",11.3468,12.6051,0.668101
"988","Mfsd4",1.29158,1.79377,0.253317
"989","Cdk18",8.67382,3.04942,0.000682861
"990","Tmcc2",1.92934,2.25124,0.636979
"991","Cntn2",1.78194,1.29568,0.154073
"992","Nfasc",0.419176,1.6809,0.000682861
"993","Mdm4",51.1517,49.03,0.893224
"994","Gm19461",0,0.0226446,1
"995","Sox13",7.12275,7.33763,0.939965
"996","Snrpe",267.779,435.117,0.00573706
"997","Zc3h11a",70.1465,47.9611,0.0762532
"998","Zbed6",39.8485,27.2927,0.237515
"999","Lax1",0.554748,0.138327,0.00126911
"1000","Atp2b4",1.4042,0.556111,0.000682861
"1001","Optc",0.26597,0.350639,1
"1002","Prelp",0.00601559,0.00319945,1
"1003","Btg2",6.51085,19.6565,0.000682861
"1004","Adora1",0.0409244,0.0593625,1
"1005","Ppfia4",8.82766,13.8208,0.00761292
"1006","Tmem183a",33.91,26.7171,0.206004
"1007","4931440L10Rik",0.493599,1.07661,0.0165614
"1008","Ppp1r12b",4.07056,4.59169,0.696663
"1009","Lgr6",0.240187,0.221852,1
"1010","Ptprv",1.44813,3.21439,0.000682861
"1011","Gpr37l1",0.0926917,0.226809,1
"1012","Elf3",48.5379,15.3978,0.000682861
"1013","Rnpep",17.7087,16.217,0.76344
"1014","Timm17a",100.761,96.0415,0.881892
"1015","Shisa4",0.906653,3.2106,0.000682861
"1016","Ipo9",36.5436,30.055,0.309675
"1017","Nav1",0,6.37368,1
"1018","Pkp1",0.0223879,0.0409118,1
"1019","Igfn1",0,0.00360582,1
"1020","6530439I21",0,0.0689974,1
"1021","5730559C18Rik",4.07384,2.40914,0.0147915
"1022","Gpr25",0.0232622,0.0491465,1
"1023","Camsap2",7.87597,7.5643,0.900062
"1024","9230116N13Rik",0.152867,0.356611,1
"1025","Nr5a2",30.1122,3.56298,0.000682861
"1026","Ptprc",0,0.00670215,1
"1027","Nek7",12.133,17.9114,0.0275616
"1028","Gm5833",0.0118331,0,1
"1029","Lhx9",0.059442,0.0467439,1
"1030","2310009B15Rik",6.89392,4.50499,0.163092
"1031","Crb1",0.0192176,0.014826,1
"1032","Cfhr1",0.8141,1.078,0.476702
"1033","Gm4788",0,0.00433533,1
"1034","Cfhr2",0.0146056,0,1
"1035","Cfh",0.195774,0.0792629,1
"1036","4930590L20Rik",0.70068,0.769264,0.954734
"1037","Cdc73",32.5064,30.0543,0.779469
"1038","Trove2",7.94967,8.96345,0.623493
"1039","Rgs2",0.0515074,0.480529,0.0045329
"1040","Rgs13",0,0,1
"1041","Rgs1",0,0,1
"1042","Rgs18",0,0,1
"1043","Pla2g4a",0.106655,2.52788,0.000682861
"1044","7530420F21Rik",0.0173825,0.0121381,1
"1045","2310030A07Rik",0.188553,0.251816,1
"1046","BC003331",6.7716,10.6261,0.748179
"1047","Prg4",2.14573,2.13825,0.99847
"1048","Hmcn1",0.0764321,0.197781,1
"1049","1200016B10Rik",10.8664,12.8748,0.464957
"1050","Rnf2",56.4929,32.7277,0.000682861
"1051","1700025G04Rik",1.9772,1.95515,0.979629
"1052","Tsen15",22.4092,28.0414,0.322734
"1053","Rgl1",0.587448,0.539712,0.864252
"1054","Smg7",57.3972,37.3701,0.00494551
"1055","Lamc2",5.85444,1.035,0.000682861
"1056","Lamc1",123.292,49.187,0.000682861
"1057","E330020D12Rik",4.44182,4.43106,0.995215
"1058","Dhx9",214.94,128.911,0.00277728
"1059","Npl",10.0914,4.50067,0.000682861
"1060","C230024C17",0.0720684,0.128431,1
"1061","Rgsl1",0.00297368,0.00991642,1
"1062","5830403L16Rik",0.104047,0.10818,1
"1063","4930452N14Rik",0.2669,0.21987,1
"1064","Cacna1e",0.00557482,0.00803162,1
"1065","Ier5",0.556647,4.0021,0.000682861
"1066","Mr1",0.0313571,0.0483324,1
"1067","Xpr1",4.44641,6.92354,0.0141861
"1068","Lhx4",0.0062,0.0404605,1
"1069","Qsox1",3.27842,4.21066,0.355448
"1070","Cep350",4.87997,4.20878,0.518578
"1071","Tor1aip1",3.76022,4.34988,0.885131
"1072","Fam163a",0.0573369,0.0537088,1
"1073","Tdrd5",0.433922,2.94193,0.000682861
"1074","Soat1",6.13004,24.4967,0.000682861
"1075","Tor3a",4.12425,13.6548,0.000682861
"1076","Fam20b",10.1702,13.5534,0.125963
"1077","Ralgps2",9.08632,10.819,0.413075
"1078","1700057K13Rik",0.0146905,0.0621808,1
"1079","Rasal2",2.92742,3.75509,0.444643
"1080","Fam5b",0.164255,0.169358,1
"1081","Pappa2",0.0149789,0.029625,1
"1082","4930562F07Rik",0.0228125,0,1
"1083","Tnn",0.00327916,0.0136907,1
"1084","Cacybp",218.396,130.551,0.00126911
"1085","Rabgap1l",1.78847,2.76883,0.0887674
"1086","Gpr52",0.0905608,0.0394667,1
"1087","Zbtb37",3.20236,2.52295,0.36369
"1088","Dars2",13.8069,19.7925,0.0406886
"1089","Klhl20",7.48059,4.91816,0.0204706
"1090","4930469G21Rik",0.424878,0.13077,1
"1091","Prdx6",102.681,109.306,0.830505
"1092","Fasl",0.0060608,0,1
"1093","AI848100",9.87441,14.1767,0.0424782
"1094","4930558K02Rik",0.0349496,0.207028,1
"1095","Dnm3",0.0177105,0.0063143,1
"1096","Mettl13",7.63818,8.2188,0.83708
"1097","7420461P10Rik",0.0189702,0,1
"1098","Prrc2c",101.696,88.2143,0.547194
"1099","Fmo4",0.0095752,0,1
"1100","Fmo1",0.0116784,0.0211715,1
"1101","Fmo2",0,0.01041,1
"1102","Fmo6",0,0,1
"1103","Fmo3",0,0,1
"1104","4921528O07Rik",0,0,1
"1105","Prrx1",0.0753149,0.0734533,1
"1106","Gorab",5.83328,5.05669,0.621308
"1107","Mettl11b",0.0120145,0,1
"1108","BC055324",34.6176,46.2951,0.14364
"1109","Gm16548",0.0346706,0.0209347,1
"1110","Blzf1",7.70446,6.18607,0.329512
"1111","Atp1b1",70.3306,49.1543,0.0855295
"1112","Xcl1",0,0,1
"1113","4930568G15Rik",0,0.0246706,1
"1114","Tbx19",0,0,1
"1115","Sft2d2",5.5108,7.34334,0.161562
"1116","Tiprl",10.3561,12.7569,0.320604
"1117","Dcaf6",7.85445,7.11692,0.743135
"1118","Mpzl1",31.4201,32.255,0.940541
"1119","Rcsd1",0.417666,0.650699,0.215623
"1120","Pou2f1",15.3342,13.9021,0.691316
"1121","Dusp27",30.4931,5.52201,0.000682861
"1122","Mael",4.97583,36.8851,0.000682861
"1123","Pogk",0.248151,1.01335,0.00230466
"1124","Gm4846",0,0,1
"1125","Gm4847",0.0604934,0.023743,1
"1126","Fmo9",0,0,1
"1127","Gm16701",0.0351493,0.0148174,1
"1128","Uck2",142.08,98.8483,0.0312718
"1129","Mgst3",21.4775,19.7096,0.821096
"1130","Lrrc52",0,0.0364653,1
"1131","Pbx1",3.09973,9.18816,0.000682861
"1132","Nuf2",24.9744,21.6991,0.549633
"1133","Rgs4",0,0.0659942,1
"1134","Hsd17b7",3.74972,6.94764,0.000682861
"1135","Ddr2",0.707443,0.128886,0.000682861
"1136","Uap1",15.8372,20.3228,0.218885
"1137","Uhmk1",10.7772,12.973,0.455656
"1138","Gm7694",0.261732,0.843285,0.000682861
"1139","Nos1ap",0.303832,1.02887,0.000682861
"1140","Atf6",7.35216,5.60497,0.151447
"1141","Dusp12",27.6328,22.0526,0.301435
"1142","Fcrlb",0.00944925,0.0342624,1
"1143","Fcrla",0,0,1
"1144","Fcgr2b",1.16188,0.243438,0.000682861
"1145","Fcgr3",0.071629,0.131028,1
"1146","Sdhc",91.7909,74.0527,0.270785
"1147","Pcp4l1",0.202818,0.442927,1
"1148","Tomm40l",7.72943,8.44363,0.774873
"1149","Fcer1g",0.0672332,0.419586,1
"1150","Ndufs2",138.369,99.5459,0.0492414
"1151","Ppox",7.83537,5.41112,0.100085
"1152","Usp21",27.7904,18.9858,0.0307905
"1153","Ufc1",45.3968,48.9234,0.805832
"1154","Nit1",15.7973,11.2059,0.446794
"1155","Klhdc9",1.51169,2.42628,0.103077
"1156","Itln1",0.0166218,0,1
"1157","Ly9",0.00447066,0.00439217,1
"1158","Slamf7",0.03249,0.0472022,1
"1159","Vangl2",13.5372,8.35836,0.0107095
"1160","Nhlh1",0.015064,0.065545,1
"1161","Ncstn",19.4969,13.0235,0.460689
"1162","Pea15a",3.5206,13.2059,0.000682861
"1163","Casq1",0.449146,0.997651,0.0103684
"1164","Atp1a4",0.0301748,0.314708,1
"1165","Atp1a2",0.209974,3.2711,0.000682861
"1166","Kcnj9",0.0347219,0.215046,1
"1167","4933439K11Rik",0.165547,0,1
"1168","Slamf8",0.361841,0.37597,1
"1169","Fcrl6",0.0289974,0.0256617,1
"1170","Dusp23",0.359527,0.325829,1
"1171","Apcs",0,0,1
"1172","Olfr1408",0,0,1
"1173","Olfr1406",0.0118749,0.0395997,1
"1174","Fcer1a",0,0,1
"1175","Gm11062",0,0,1
"1176","Darc",0.0106948,0.0304908,1
"1177","Cadm3",0.178005,0.204692,1
"1178","BC094916",0.139533,0.0279811,1
"1179","Pydc4",0.0718592,0.112907,1
"1180","AI607873",0,0,1
"1181","Ifi204",0,0,1
"1182","Mndal",0,0.00637469,1
"1183","Mnda",0,0,1
"1184","Ifi203",0.483806,0.357572,1
"1185","Ifi202b",0,0,1
"1186","Ifi205",0,0,1
"1187","Olfr231",0,0,1
"1188","Olfr419",0.026206,0.0384822,1
"1189","Grem2",0.00879117,0.0535661,1
"1190","Rgs7",0.043615,0.0147072,1
"1191","Fh1",75.4741,79.5308,0.861013
"1192","Opn3",1.27631,1.202,0.973943
"1193","Chml",4.66874,4.83898,0.92965
"1194","Pld5",0.105102,0.130316,1
"1195","Cep170",7.06581,5.75143,0.323814
"1196","Mir350",0,0,1
"1197","Hmga2-ps1",0.765754,1.23837,0.482959
"1198","Akt3",2.69485,9.79357,0.000682861
"1199","2310043L19Rik",0.0457633,0.0219287,1
"1200","Adss",91.3555,104.632,0.536805
"1201","Hnrnpu",376.904,305.43,0.304025
"1202","Smyd3",8.88691,5.34965,0.00411009
"1203","Tfb2m",13.3189,10.2007,0.214697
"1204","Ahctf1",43.4021,44.8687,0.918118
