"","gene","ESC","EpiLC","q.value.ESC.EpiLC"
"20578","Psmb10",7.9364,66.9719,0.000682861
"20579","Lcat",0.542645,0.5878,0.911449
"20580","Slc12a4",10.457,14.0153,0.113173
"20581","Dpep3",0.720568,1.9778,0.00277728
"20582","Dpep2",0.0572758,0.14027,1
"20583","Ddx28",11.2176,6.50203,0.00534422
"20584","Esrp2",2.40859,2.82844,0.698528
"20585","Slc7a6os",32.998,30.352,0.774355
"20586","Smpd3",0.187483,0.400268,1
"20587","Chtf8",45.6038,46.7762,0.939352
"20588","Pdf",15.5822,11.2055,0.117279
"20589","Cog8",20.6434,9.95256,0.000682861
"20590","Tmed6",0.209991,0.113996,1
"20591","Terf2",17.9393,12.8009,0.0585411
"20592","Nqo1",26.3978,42.33,0.00612784
"20593","Nob1",52.0103,44.4081,0.468935
"20594","Psmd7",151.229,140.806,0.798692
"20595","Gm1943",15.3487,16.785,0.786304
"20596","Dhx38",28.4462,20.9023,0.0893063
"20597","Hp",0.0361967,0.0593379,1
"20598","Dhodh",19.5538,21.6648,0.698133
"20599","2400003C14Rik",25.4526,23.6925,0.8037
"20600","Atxn1l",2.33437,3.37798,0.0593277
"20601","Marveld3",0.247483,1.75359,0.000682861
"20602","Chst4",0,0.0060485,1
"20603","Calb2",0.893055,0.486529,0.088411
"20604","Il34",1.44154,3.95932,0.000682861
"20605","Sf3b3",138.67,127.876,0.754805
"20606","Snord111",35.6853,105.194,0.442273
"20607","Fuk",9.72323,7.73774,0.276268
"20608","Ddx19a",18.8217,12.1513,0.00969443
"20609","Ddx19b",10.8389,12.5334,0.518493
"20610","Mir3473d",13.7513,26.4924,0.84969
"20611","Clec18a",0,0,1
"20612","9430091E24Rik",1.17143,1.8001,0.597152
"20613","Glg1",40.212,47.3648,0.43473
"20614","Rfwd3",52.8678,63.8291,0.331659
"20615","Mlkl",0.0240145,1.07223,0.433051
"20616","Fa2h",0.0157297,0.321382,1
"20617","Wdr59",11.385,7.80695,0.032726
"20618","Ldhd",1.13527,1.14736,0.987798
"20619","Ctrb1",0,1.54882,0.000682861
"20620","Bcar1",15.4854,32.5505,0.000682861
"20621","Cfdp1",150.23,148.242,0.96719
"20622","Tmem170",12.0818,17.152,0.08065
"20623","Chst5",0.574077,0.873946,0.260799
"20624","Tmem231",20.5674,18.4876,0.693226
"20625","Adat1",10.4052,9.6816,0.821735
"20626","Kars",189.566,248.253,0.127253
"20627","Adamts18",0.0021307,0.00708827,1
"20628","4933408N05Rik",0.507499,0.745798,0.606146
"20629","Maf",0.0343448,0.0749141,1
"20630","Cdyl2",21.9727,7.32804,0.000682861
"20631","4930563M20Rik",1.42002,0.933465,0.41071
"20632","2310061C15Rik",9.77401,7.19837,0.19105
"20633","1700030J22Rik",1.27567,0.999776,0.482912
"20634","Gcsh",111.976,92.959,0.369051
"20635","Pkd1l2",0.477362,0.0689068,0.000682861
"20636","Sdr42e1",0.299588,1.04353,0.000682861
"20637","Mphosph6",66.7294,62.2866,0.816885
"20638","Slc38a8",0.933783,0.134646,0.000682861
"20639","Mbtps1",49.5134,43.1617,0.530283
"20640","Hsdl1",8.29045,9.10209,0.751514
"20641","Taf1c",9.35161,4.57602,0.000682861
"20642","Kcng4",0.173918,0.0536374,1
"20643","4632415K11Rik",3.89282,5.0675,0.268063
"20644","Cotl1",23.5893,26.6193,0.659563
"20645","Zdhhc7",7.00288,4.46713,0.0255142
"20646","Fam92b",0.0245306,0,1
"20647","Gins2",55.777,57.2984,0.964606
"20648","1190005I06Rik",19.9175,22.3775,0.718198
"20649","Cox4nb",21.7605,16.1455,0.0947298
"20650","1110050K14Rik",0.0214515,0.0318063,1
"20651","Mthfsd",4.25391,6.39311,0.0771204
"20652","1700018B08Rik",0.267477,0.411767,1
"20653","Fbxo31",9.19865,6.47235,0.0645654
"20654","Zcchc14",7.85559,5.65369,0.07478
"20655","Klhdc4",28.7731,17.8655,0.0068792
"20656","Slc7a5",65.0147,38.455,0.00126911
"20657","Car5a",1.1821,1.4441,0.668449
"20658","Trhr2",0,0.00955669,1
"20659","Cyba",13.0682,10.5695,0.467439
"20660","Mvd",19.3268,39.8938,0.000682861
"20661","LOC319574",0.1916,0.234435,1
"20662","Snai3",0.390313,2.64938,0.000682861
"20663","Rnf166",5.42075,3.7222,0.119018
"20664","Fam38a",24.4276,21.4868,0.623493
"20665","Aprt",145.769,106.725,0.0680371
"20666","Galns",3.34457,2.01124,0.0290668
"20667","Pabpn1l",0.0108537,0,1
"20668","Cbfa2t3",0.0252583,0.0431548,1
"20669","Ankrd11",41.8084,40.5334,0.925262
"20670","Sult5a1",1.06263,1.84747,0.0860158
"20671","Chmp1a",34.2528,23.0695,0.0212949
"20672","Spata2l",0.429977,0.157487,0.362357
"20673","1300018I17Rik",3.17325,2.08506,0.0906781
"20674","Fanca",16.2431,11.2053,0.044561
"20675","Dbndd1",1.46306,1.51375,0.955402
"20676","1700054N08Rik",3.84239,3.93698,0.955532
"20677","Acta1",0.12729,0.295061,1
"20678","Nup133",41.1622,33.8686,0.313869
"20679","Abcb10",8.06506,8.71316,0.796223
"20680","Taf5l",41.8559,36.9659,0.582536
"20681","Pgbd5",1.46268,1.98623,0.340608
"20682","Agt",0,0.0132868,1
"20683","2310022B05Rik",7.40763,14.9046,0.000682861
"20684","Ttc13",18.7866,9.23471,0.000682861
"20685","Fam89a",0.895508,2.59662,0.000682861
"20686","2810004N23Rik",57.8793,55.3407,0.887269
"20687","Exoc8",4.69607,2.82549,0.00725059
"20688","Egln1",10.6099,23.6052,0.000682861
"20689","Sipa1l2",11.8775,9.19442,0.17126
"20690","Pcnxl2",0.0678083,0.252953,1
"20691","Gm17296",5.54657,8.02918,0.0404631
"20692","Irf2bp2",9.33241,13.8593,0.0215719
"20693","Tomm20",66.5818,79.0796,0.397427
"20694","Rbm34",19.8842,15.0643,0.143499
"20695","Ccdc7",0.0340786,0,1
"20696","AY761185",0,0,1
"20697","Gm6040",0,0,1
"20698","Gm15056",0,0,1
"20699","Csprs",0,0,1
"20700","Defb33",0,0,1
"20701","Defb48-ps",0,0,1
"20702","Tsnax",0,0,1
"20703","Alkbh8",13.7198,11.4652,0.462085
"20704","Cwf19l2",18.6353,18.8787,0.971075
"20705","Gucy1a2",1.18377,0.432375,0.000682861
"20706","Kbtbd3",0.509626,0.948816,0.058925
"20707","8430410K20Rik",17.525,12.3079,0.0475477
"20708","Casp1",0,0,1
"20709","Casp4",0,0,1
"20710","Casp12",0,0,1
"20711","Pdgfd",0.0169757,0.0694147,1
"20712","Dcun1d5",48.4296,47.9714,0.979865
"20713","Mmp13",0,0,1
"20714","Mmp12",0.0818842,0.0367353,1
"20715","Mmp3",0,0,1
"20716","Mmp1a",0,0,1
"20717","Mmp10",0,0,1
"20718","Mmp8",0,0,1
"20719","Mmp27",0,0,1
"20720","Mmp20",0.00506624,0.0152898,1
"20721","Mmp7",0,0,1
"20722","Tmem123",13.0492,30.3108,0.000682861
"20723","1700128F08Rik",4.53079,4.10472,0.819115
"20724","Mir1899",0,0,1
"20725","Trpc6",0.196357,0.0545416,1
"20726","Pgr",0.0962627,0.283923,1
"20727","Gm16833",0.0330004,0.0484562,1
"20728","Phxr4",0.349482,0.614818,0.186254
"20729","Maml2",0.443551,0.458738,0.957071
"20730","Mtmr2",32.0007,33.3145,0.900156
"20731","Fam76b",16.8868,14.815,0.592171
"20732","Sesn3",6.21864,20.0906,0.000682861
"20733","Cwc15",68.5713,50.0992,0.076943
"20734","Mre11a",26.3111,30.7277,0.478775
"20735","Gpr83",0.948977,0.107168,0.00126911
"20736","2200002K05Rik",3.28334,5.19169,0.0502784
"20737","Taf1d",83.5138,66.0853,0.603674
"20738","BC017612",7.31764,13.1363,0.00795595
"20739","4930540M03Rik",0,0.0364899,1
"20740","Slc36a4",0.601177,1.43851,0.00323854
"20741","Chordc1",60.8827,33.3089,0.000682861
"20742","Ubtfl1",0.401598,0.254519,1
"20743","Mbd3l2",0.0894809,0.153836,1
"20744","Mbd3l1",0,0,1
"20745","Olfr829",0,0,1
"20746","Olfr830",0,0,1
"20747","Olfr832",0,0.0462632,1
"20748","Olfr834",0,0,1
"20749","Olfr835",0,0,1
"20750","Olfr836",0.380736,0.0703678,1
"20751","Olfr837",0.0615732,0,1
"20752","Olfr845",0,0,1
"20753","Olfr849",0,0,1
"20754","Olfr851",0,0,1
"20755","Olfr855",0,0,1
"20756","Zfp317",19.9529,14.2924,0.0543058
"20757","Olfr857",0,0,1
"20758","Olfr58",0,0,1
"20759","Olfr859",0,0,1
"20760","Olfr77",0,0,1
"20761","Olfr868",0,0,1
"20762","Olfr869",0,0,1
"20763","Olfr871",0,0,1
"20764","Olfr872",0,0,1
"20765","Olfr39",0,0,1
"20766","Olfr873",0.0134887,0,1
"20767","Zfp846",6.92197,4.92385,0.116235
"20768","5730577I03Rik",3.07754,2.79921,0.81228
"20769","Ubl5",27.8875,22.2834,0.356031
"20770","Pin1",20.247,13.0966,0.0110398
"20771","Rdh8",0,0,1
"20772","A230050P20Rik",6.55062,9.08626,0.24458
"20773","Ppan",99.375,49.5843,0.000682861
"20774","Mrpl4",61.9677,35.8856,0.000682861
"20775","Icam1",37.1688,15.6809,0.000682861
"20776","Icam4",0.844506,1.7144,0.0413827
"20777","Icam5",0.496397,0.46831,0.9244
"20778","Pde4a",3.42105,5.7052,0.0068792
"20779","Atg4d",15.7477,10.7774,0.432961
"20780","Slc44a2",12.2617,20.2216,0.00230466
"20781","Ilf3",101.022,94.1862,0.800584
"20782","Qtrt1",36.6335,19.4745,0.000682861
"20783","Dnm2",45.0588,25.5497,0.000682861
"20784","AB124611",0.200802,0.314364,1
"20785","Carm1",42.2566,43.2038,0.960069
"20786","1810026J23Rik",14.8775,11.1538,0.651411
"20787","Smarca4",72.4852,65.1745,0.67239
"20788","Ldlr",33.3433,51.858,0.0036817
"20789","Gm6484",1.16968,0.84886,0.959218
"20790","Ccdc159",0.703139,1.49067,0.309511
"20791","BC018242",2.63579,3.3546,0.37372
"20792","2310047B19Rik",8.68176,8.74952,0.983805
"20793","Prkcsh",82.7388,49.8944,0.00126911
"20794","Gm16845",0.762909,0.806186,0.983495
"20795","Cnn1",0.393425,2.68764,0.000682861
"20796","Pigyl",30.6923,14.5546,0.000682861
"20797","Zfp872",0.253666,0.588828,0.011364
"20798","Zfp809",33.5592,22.5651,0.0260313
"20799","9530077C05Rik",0.826602,2.93691,0.000682861
"20800","Bbs9",7.23474,6.74012,0.829962
"20801","Bmper",0.0427278,0.0325507,1
"20802","Npsr1",0.00433925,0.00909021,1
"20803","Cypt4",0,0,1
"20804","Sept7",71.7023,64.5385,0.661933
"20805","Eepd1",1.35389,1.07517,0.511689
"20806","B3gat1",0.0541158,0.0655884,1
"20807","Thyn1",41.8199,58.0841,0.389504
"20808","Ncapd3",24.0917,28.9442,0.351411
"20809","Igsf9b",7.62494,7.70495,0.978992
"20810","AI414108",8.71138,9.95566,0.591151
"20811","Spata19",0.0206986,0,1
"20812","Opcml",0.0635026,0.0529596,1
"20813","Snx19",3.49261,2.82535,0.383198
"20814","Adamts8",2.84568,0.607176,0.000682861
"20815","Zbtb44",27.98,13.1328,0.000682861
"20816","Gm7244",0.019816,0.0822757,1
"20817","Prdm10",7.98243,7.41751,0.816371
"20818","Nfrkb",12.9274,15.5695,0.38649
"20819","Arhgap32",8.6477,13.3539,0.00180283
"20820","Kcnj1",0.0618987,0.0902005,1
"20821","Ets1",0.430785,1.38315,0.000682861
"20822","7630403G23Rik",0,0,1
"20823","Kirrel3",0.131861,0.0354341,1
"20824","4930581F22Rik",0.44338,0.357029,0.942846
"20825","Srpr",57.9189,60.6856,0.882162
"20826","Rpusd4",20.0862,25.597,0.233456
"20827","4933422A05Rik",0.0294637,0.0381722,1
"20828","Cdon",3.58384,6.82602,0.000682861
"20829","Pus3",11.0996,10.0654,0.856636
"20830","Pate2",0.0991278,0.0934968,1
"20831","Gm17677",0,0,1
"20832","Gm7257",0,0,1
"20833","Gm9513",0,0,1
"20834","Acrv1",0,0.0381805,1
"20835","Fez1",2.02633,2.17574,0.890697
"20836","Tmem218",5.27433,7.03566,0.328046
"20837","Hepacam",0.0296937,0.0394139,1
"20838","Robo4",0.643398,0.565693,0.776548
"20839","BC024479",22.0013,22.8537,0.909162
"20840","Esam",0.577202,0.984874,0.144304
"20841","Vsig2",1.68427,1.93648,0.763394
"20842","Siae",4.50845,6.52669,0.0774921
"20843","Olfr874",0.0338796,0,1
"20844","Olfr875",0,0,1
"20845","Olfr876",0.0539231,0,1
"20846","Olfr877",0,0,1
"20847","Olfr145",0,0,1
"20848","Olfr878",0,0,1
"20849","Olfr881",0.0137057,0,1
"20850","Olfr883",0,0,1
"20851","Olfr884",0,0,1
"20852","Olfr885",0,0,1
"20853","Olfr887",0,0,1
"20854","Olfr888",0,0,1
"20855","Olfr889",0,0,1
"20856","Olfr890",0,0,1
"20857","Olfr893",0,0,1
"20858","Olfr894",0,0,1
"20859","Olfr143",0,0,1
"20860","Olfr895",0,0,1
"20861","Olfr25",0,0,1
"20862","Olfr898",0,0,1
"20863","Olfr899",0,0,1
"20864","Olfr900",0,0,1
"20865","Olfr147",0.357903,0.162461,1
"20866","Olfr901",0.119378,0.204534,1
"20867","Olfr902",0,0,1
"20868","Olfr904",0,0,1
"20869","Olfr905",0,0,1
"20870","Olfr906",0,0.0148174,1
"20871","Olfr907",0,0,1
"20872","Olfr908",0,0,1
"20873","Olfr911-ps1",0,0,1
"20874","Olfr910",0,0,1
"20875","Olfr912",0,0,1
"20876","Olfr913",0,0.0317751,1
"20877","Olfr914",0.0353147,0,1
"20878","Vwa5a",3.90703,8.60418,0.000682861
"20879","Olfr920",0.0750532,0.0241483,1
"20880","Olfr921",0,0.00825144,1
"20881","Olfr922",0,0,1
"20882","Olfr923",0.0370849,0,1
"20883","Olfr924",0.0398335,0,1
"20884","Olfr26",0,0.0298381,1
"20885","Olfr926",0,0,1
"20886","Olfr930",0,0,1
"20887","Olfr933",0.035424,0,1
"20888","Olfr242,Olfr27",0,0,1
"20889","Olfr943",0,0,1
"20890","Olfr944",0,0,1
"20891","Olfr951",0,0,1
"20892","Olfr954",0,0,1
"20893","Olfr148",0,0,1
"20894","Olfr960",0,0,1
"20895","Olfr961",0,0,1
"20896","Olfr963",0,0,1
"20897","Olfr965",0,0,1
"20898","Olfr150",0,0,1
"20899","Olfr967",0.0213066,0,1
"20900","Olfr969",0,0,1
"20901","Olfr970",0,0,1
"20902","Olfr971",0,0,1
"20903","Olfr972",0,0,1
"20904","Olfr229",0,0,1
"20905","Olfr974",0.0433888,0,1
"20906","Olfr978",0,0,1
"20907","Olfr981",0.0213066,0,1
"20908","1700001J11Rik",0.211961,0.4237,1
"20909","Olfr982",0.0471517,0,1
"20910","Tmem225",0.714837,0.166871,0.105139
"20911","Olfr986",2.63777,0.910822,0.000682861
"20912","Zfp202",2.22578,2.50071,0.727866
"20913","Scn3b",0.981523,0.981132,0.998544
"20914","1700110K17Rik",1.04191,0.609893,0.793397
"20915","9030425E11Rik",2.11518,0.978377,0.00126911
"20916","Hspa8",2894.71,2357.56,0.433257
"20917","Bsx",0,0.0326392,1
"20918","1700063D05Rik",16.6439,7.98638,0.000682861
"20919","3110039I08Rik",0,0,1
"20920","Mir100",0,0,1
"20921","Mirlet7a-2",0,0,1
"20922","2610203C20Rik",0.3284,0.109175,1
"20923","Mir125b-1",0,0,1
"20924","D630033O11Rik",0.124339,0.0328505,1
"20925","Trim29",0.014559,0.336253,1
"20926","Pvrl1",11.9053,4.65416,0.000682861
"20927","Thy1",1.08025,2.23159,0.00650984
"20928","Usp2",1.62567,4.12901,0.000682861
"20929","C1qtnf5,Mfrp",0.189448,0.278374,1
"20930","Mcam",14.425,6.40808,0.000682861
"20931","Ccdc153",1.17935,1.61962,0.410012
"20932","Dpagt1",14.4848,6.17551,0.000682861
"20933","H2afx",210.02,119.964,0.00126911
"20934","Hyou1",67.7758,54.3905,0.242436
"20935","Slc37a4",2.84631,2.71767,0.923681
"20936","Rps25",1230.32,1198.77,0.939177
"20937","Bcl9l",2.79577,1.96477,0.117134
"20938","Ddx6",73.6657,75.0369,0.956936
"20939","Treh",0,0.0299038,1
"20940","Ift46",13.481,13.296,0.970002
"20941","Cd3d",1.24592,1.04499,0.702541
"20942","Mpzl2",8.98031,19.3432,0.000682861
"20943","Mpzl3",1.48702,1.70019,0.831708
"20944","Amica1",0.03227,0.0148613,1
"20945","Scn2b",0.670208,1.0491,0.105915
"20946","Scn4b",0.0260022,0.0974047,1
"20947","BC049352",0,0,1
"20948","Tmprss13",0.586772,3.26548,0.000682861
"20949","Fxyd6",101.84,38.8456,0.000682861
"20950","Fxyd2",2.45717,0.441112,0.251555
"20951","Dscaml1",0.19697,0.601848,0.000682861
"20952","Bace1",4.45603,5.21946,0.540783
"20953","Pcsk7",3.70886,1.82645,0.100958
"20954","Sik3",8.27306,7.08928,0.504967
"20955","Apoa1",0.0426193,0.155127,1
"20956","Apoa4",0,0,1
"20957","Apoa5",0.0191154,0.037216,1
"20958","Zfp259",29.3819,25.7107,0.562459
"20959","Bud13",15.827,13.0305,0.390719
"20960","2900052N01Rik",0.071613,0.0793016,1
"20961","Gm4791",2.53573,2.44701,0.95003
"20962","Cadm1",15.4893,16.3313,0.869699
"20963","Fam55d",0.358916,0.116154,1
"20964","Gm8884",0,0.0597208,1
"20965","Gm5617",6.51349,5.33391,0.611032
"20966","Usp28",52.8225,104.699,0.000682861
"20967","Zw10",24.9736,16.7813,0.0223973
"20968","Tmprss5",1.27204,0.156038,0.000682861
"20969","Gm4894",0,0,1
"20970","Drd2",0.129147,0.407679,1
"20971","Gm11149",2.73309,0.585952,0.18686
"20972","1600029D21Rik",1.97953,1.91211,0.948549
"20973","Il18",0.0399796,0.475396,1
"20974","Timm8b",86.2887,98.7526,0.747631
"20975","Pih1d2",0.696188,0.58029,0.965786
"20976","Cryab",1.04524,1.03164,0.984279
"20977","Fdxacb1",4.36046,4.69487,0.853977
"20978","Alg9",10.0892,10.0171,0.985128
"20979","Ppp2r1b",37.108,37.0673,0.997364
"20980","Btg4",0.0140437,0,1
"20981","Pou2af1",0.0129741,0.00593454,1
"20982","Arhgap20",0.209003,0.604043,0.000682861
"20983","4933407I05Rik",0,0,1
"20984","Rdx",70.9571,85.4268,0.401154
"20985","Gm1715",0.0125607,0,1
"20986","Exph5",0.0353456,0.139731,1
"20987","Kdelc2",3.43301,12.9273,0.000682861
"20988","4930550C14Rik",0.089366,0.746138,0.0298075
"20989","Npat",14.1358,12.6772,0.656835
"20990","Slc35f2",23.7714,30.2582,0.202326
"20991","Sln",0,0,1
"20992","Gldn",0.0201675,0.0052225,1
"20993","Sh2d7",0.0140872,0.125409,1
"20994","Idh3a",58.8354,85.5077,0.020742
"20995","Dnaja4",0.318749,0.500172,0.199996
"20996","Crabp1",8.99209,10.0943,0.767301
"20997","Ireb2",62.965,59.2006,0.830694
"20998","Agphd1",3.55182,2.25083,0.0242505
"20999","Psma4",181.156,207.85,0.545699
"21000","Chrna5",0.73308,1.33819,0.0341671
"21001","Ube2q2",19.4632,30.4385,0.00969443
"21002","Fbxo22",50.8409,44.5508,0.581714
"21003","AI118078",0.145082,0.306378,1
"21004","Isl2",0.0768341,0.110942,1
"21005","Gm7444",0.175185,0.21558,1
"21006","Rcn2",13.5352,16.6847,0.365069
"21007","Pstpip1",1.11783,2.37631,0.0045329
"21008","Hmg20a",12.1148,9.33798,0.186371
"21009","Cspg4",0.0288565,0.09098,1
"21010","Imp3",60.4411,84.9623,0.0543058
"21011","Snupn",13.2263,16.0621,0.443181
"21012","Ptpn9",2.10762,3.81697,0.00534422
"21013","Sin3a",64.9509,58.1,0.640516
"21014","Man2c1",18.4657,15.5055,0.418027
"21015","1700041C23Rik",0.0529676,0.0563427,1
"21016","Trcg1",0.00409108,0.00954481,1
"21017","4930430J02Rik",0.205772,0.0884445,1
"21018","Rpp25",98.7846,11.9073,0.000682861
"21019","Cox5a",357.197,226.64,0.00494551
"21020","2310046O06Rik",8.47024,11.4483,0.137938
"21021","Scamp2",13.7891,12.8889,0.830975
"21022","Ulk3",2.41277,3.49585,0.116082
"21023","Cyp1a1",0.0580907,0.0357301,1
"21024","Edc3",19.2697,21.5718,0.643588
"21025","Ubl7",27.8964,21.4734,0.216644
"21026","Sema7a",1.2539,1.39446,0.800851
"21027","Cyp11a1",0.28834,0.630866,0.0363113
"21028","E330033L03",0.0221841,0.0524574,1
"21029","Stra6",0.100846,2.66811,0.000682861
"21030","1600029O15Rik",0.448633,0.759268,0.69651
"21031","Stoml1",15.7309,24.9785,0.0083129
"21032","1700072B07Rik",0,0,1
"21033","4930461G14Rik",10.1515,5.99418,0.0298075
"21034","6030419C18Rik",0.77814,0.692778,0.813712
"21035","Nptn",26.6031,19.0984,0.296613
"21036","Hcn4",0.0616207,0.0934366,1
"21037","Adpgk",28.8116,31.1913,0.779906
"21038","Hexa",55.4199,25.0295,0.000682861
"21039","Celf6",0.153644,0.262529,1
"21040","Parp6",4.37874,5.99041,0.165948
"21041","Pkm2",1931.04,1451.78,0.179339
"21042","Gramd2",2.47656,2.13176,0.718858
"21043","Myo9a",8.51265,6.26642,0.082689
"21044","Gm7616",0.559876,0.655372,0.848138
"21045","Larp6",0.0293536,0.0582578,1
"21046","Uaca",10.3571,9.72323,0.834549
"21047","Gm5122",0,0.0228509,1
"21048","I730028E13Rik",0,0,1
"21049","Tle3",25.3,12.0536,0.000682861
"21050","Anp32a",218.715,75.8517,0.000682861
"21051","Itga11",0.0397943,0.0443528,1
"21052","Cln6",8.27685,18.2454,0.208666
"21053","Calml4",1.35043,3.25218,0.636858
"21054","Aagab",18.3399,19.3293,0.868384
"21055","1110036E04Rik",0,0.0375496,1
"21056","2600006L11Rik",2.13068,2.36982,0.905642
"21057","Lctl",0.412801,1.14777,0.733278
"21058","Rpl4",2011.66,1872.53,0.816211
"21059","Snord16a",304.392,315.257,0.538689
"21060","Snapc5",34.7353,31.6743,0.769363
"21061","Uchl4",0.862836,0.75141,0.980249
"21062","Tipin",117.314,124.436,0.845049
"21063","Megf11",2.33938,0.96488,0.000682861
"21064","Dennd4a",2.31425,3.93436,0.00573706
"21065","2010321M09Rik",12.5457,11.3093,0.714844
"21066","Dpp8",8.81017,8.51776,0.926656
"21067","Igdcc4",1.67921,7.27597,0.000682861
"21068","Igdcc3",5.49916,6.18466,0.698528
"21069","Parp16",4.10583,7.87485,0.00180283
"21070","Cilp",0.00258756,0.108626,1
"21071","Clpx",16.051,18.8354,0.492451
"21072","Pdcd7",17.9067,21.8755,0.349797
"21073","Gm514",0.592499,0.718087,0.724763
"21074","Rasl12",0.794603,1.3765,0.0626617
"21075","Mtfmt",8.52439,9.41357,0.751254
"21076","Spg21",19.3802,15.3249,0.247601
"21077","Pif1",16.433,19.8014,0.37617
"21078","Rbpms2",108.715,244.675,0.000682861
"21079","Oaz2-ps",30.7513,56.5522,0.000682861
"21080","2810417H13Rik",13.6366,51.2025,0.000682861
"21081","Csnk1g1",7.60075,8.94338,0.462275
"21082","Ppib",75.4638,75.063,0.992103
"21083","Fam96a",33.6743,34.237,0.965812
"21084","Dapk2",0.352215,1.59068,0.000682861
"21085","Herc1",8.63769,9.96339,0.0481692
"21086","Car12",0.143815,3.11963,0.000682861
"21087","Rps27l",517.541,596.473,0.508469
"21088","Gm19299",0.253716,0.316688,1
"21089","C2cd4b",0.627904,0.310567,0.128404
"21090","Vps13c",9.62568,10.5694,0.717811
"21091","Rora",0.575635,1.737,0.0428599
"21092","9530091C08Rik",0.505989,0.607024,0.679978
"21093","Narg2",5.11827,7.37341,0.0651338
"21094","Anxa2",32.9968,84.466,0.000682861
"21095","Mir3109",0,6.99535,1
"21096","B230323A14Rik",0,0,1
"21097","Bnip2",30.4307,31.868,0.913047
"21098","Gtf2a2",44.4085,59.6869,0.134365
"21099","Myo1e",18.8634,15.7528,0.381412
"21100","Sltm",36.7738,39.065,0.835524
"21101","Adam10",13.164,9.39834,0.0695841
"21102","Aldh1a2",2.44746,0.525372,0.000682861
"21103","Zfp280d",16.2818,13.623,0.41822
"21104","Mns1",7.872,16.9725,0.0193765
"21105","Rfx7",16.1776,15.2524,0.836268
"21106","Nedd4",356.247,392.541,0.72827
"21107","Prtg",5.65631,19.6783,0.000682861
"21108","Pygo1",1.17652,1.02527,0.76936
"21109","Dyx1c1",1.61338,2.15278,0.38914
"21110","Ccpg1",21.5924,29.2526,0.209103
"21111","2310009A05Rik",11.89,11.4312,0.940444
"21112","Rab27a",7.12735,18.5364,0.000682861
"21113","2410004A20Rik",22.1231,9.50929,0.000682861
"21114","Rsl24d1",104.332,92.0301,0.586901
"21115","Wdr72",0.0142714,0.0503073,1
"21116","Gm16551",0.117947,0.120519,1
"21117","Onecut1",0.311956,0.130915,1
"21118","BC031353",1.33099,1.84145,0.215864
"21119","Arpp19",25.5518,23.9237,0.821131
"21120","Myo5a",3.99764,7.70509,0.000682861
"21121","Myo5c",2.10677,1.43509,0.0782005
"21122","Gnb5",1.8822,1.77333,0.914464
"21123","Bcl2l10",0.156256,0.178047,1
"21124","4933433G15Rik",0.497188,3.01463,0.000682861
"21125","Leo1",41.1499,33.5449,0.302996
"21126","Lysmd2",3.04843,7.7681,0.000682861
"21127","Bmp5",0,0,1
"21128","Hmgcll1",0.454912,2.36548,0.000682861
"21129","Klhl31",0.0751134,0.148555,1
"21130","Gclc",23.2364,37.5989,0.00180283
"21131","Elovl5",38.6492,31.3257,0.289851
"21132","Gcm1",0.129126,1.97826,0.000682861
"21133","Ick",2.78526,3.17847,0.639145
"21134","C920006O11Rik",1.87186,3.79939,0.0083129
"21135","Gsta4",442.008,329.836,0.0783868
"21136","Gsta1",0,0,1
"21137","Gm3776",0,0,1
"21138","Gm10639",0,0,1
"21139","Omt2b",0,0,1
"21140","Ddx43",5.24379,4.40256,0.547742
"21141","Mto1",14.7563,12.9862,0.62398
"21142","Cd109",0.726774,0.984171,0.326278
"21143","4930429F24Rik",0.104173,0.00923494,1
"21144","Senp6",24.0197,26.3319,0.714526
"21145","Myo6",5.04976,3.11115,0.00866704
"21146","D430036J16Rik",0.577422,0.0374159,1
"21147","Mei4",1.48822,1.48327,0.995324
"21148","Irak1bp1",3.46918,5.47836,0.0540931
"21149","Sh3bgrl2",11.8645,21.011,0.00230466
"21150","Gm2109",0.104667,0.198428,1
"21151","Ttk",42.5864,44.6751,0.874788
"21152","Bckdhb",38.8481,24.2806,0.00494551
"21153","4930554C24Rik",0,0,1
"21154","Tpbg",3.64207,2.53249,0.110548
"21155","Dopey1",2.37838,1.56447,0.309511
"21156","Rwdd2a",4.53983,4.0738,0.794835
"21157","A330041J22Rik",0.096987,0.0888876,1
"21158","Prss35",7.94372,1.56929,0.000682861
"21159","Ripply2",0,0.108779,1
"21160","Cyb5r4",32.3258,24.1722,0.113012
"21161","Mrap2",0.361402,0.513821,0.388529
"21162","Nt5e",4.17394,3.17828,0.296677
"21163","Zfp949",4.04449,3.30432,0.452893
"21164","Trim43a",0.252887,0.286233,1
"21165","Trim43c",0.34479,0.381673,1
"21166","Bcl2a1a",0,0,1
"21167","Bcl2a1b",0,0,1
"21168","Mthfs",1.71195,2.06582,0.707595
"21169","4930524O08Rik",0.0551098,0.00870732,1
"21170","Rasgrf1",0.0128125,0.0553494,1
"21171","Ctsh",0.115999,0.16231,1
"21172","Adamts7",0.989456,0.71893,0.28135
"21173","Zic4",0.0222748,0.0332321,1
"21174","Plscr5",0,0,1
"21175","Plscr1",17.4648,6.07344,0.000682861
"21176","Plscr2",0.230573,0.00641423,1
"21177","1700057G04Rik",0,0,1
"21178","Plscr4",0.0443822,0.0541205,1
